,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,temperature_depart,temperature_arrival,wage_median_depart,beach_depart,passenger_per_year_depart,population_depart,score_depart,wage_median_arrival,beach_arrival,passenger_per_year_arrival,population_arrival,score_arrival,Open,prix,is_holiday,year,month,day,weekday,week,n_days,weekend,ete,beach_ete_dep,beach_ete_arr,precipitations_depart,precipitations_arrival,diff_temp,distance
1759,MIA,ATL,12.68,10.016109712999999,10.463109799,28.0,18.0,52492.33333333334,1,44521.62966666668,411149,1073075,61467.66666666666,0,105911.923,449016,2002475,12.02,3.98,0,2012,11,18,6,46,15662,0,0,0,0,0,0,10.0,958.4624164533617
1760,DEN,LAX,11.304347826099999,11.317466595,7.1632571477199996,39.0,21.0,55482.66666666666,0,59852.55,635163,1103275,59541.33333333334,1,73928.40566666667,3851202,1335475,13.26,3.7289999999999996,0,2012,6,22,4,25,15513,0,1,0,1,0,1,18.0,1384.2695475637477
1761,SFO,DEN,8.75,10.9722536152,6.23128777769,21.0,24.0,82083.0,1,49668.40966666667,828876,1112475,55482.66666666666,0,59852.55,635163,1103275,9.77,4.127,0,2012,4,22,6,16,15452,0,0,0,0,0,0,-3.0,1551.7999287765956
1762,LAS,DFW,11.15,9.25558491283,9.07440008166,24.0,28.0,55440.66666666666,0,46505.605,593275,1068475,53078.66666666666,0,66233.791,1242115,1203175,7.84,4.1419999999999995,0,2012,4,7,5,14,15437,0,0,0,0,0,0,-4.0,1693.7358514452706
1763,LAS,SFO,13.0740740741,11.548605911,8.061904365239998,37.0,21.0,55440.66666666666,0,46505.605,593275,1068475,82083.0,1,49668.40966666667,828876,1112475,5.68,3.833,0,2011,9,25,6,38,15242,0,0,0,0,0,1,16.0,664.4740712604886
1764,LAS,DFW,13.8148148148,11.1598960848,9.140093573989999,37.0,34.0,55440.66666666666,0,46505.605,593275,1068475,53078.66666666666,0,66233.791,1242115,1203175,5.68,3.833,0,2011,9,25,6,38,15242,0,0,0,0,0,0,3.0,1693.7358514452706
1765,DFW,SFO,11.5263157895,10.624941228099999,9.43026110781,23.0,19.0,53078.66666666666,0,66233.791,1242115,1203175,82083.0,1,49668.40966666667,828876,1112475,10.31,4.086,0,2012,9,29,5,39,15612,0,0,0,0,1,0,4.0,2350.4643784146856
1766,DEN,DFW,9.125,11.844247886400002,7.570777150770001,16.0,34.0,55482.66666666666,0,59852.55,635163,1103275,53078.66666666666,0,66233.791,1242115,1203175,11.65,4.132,0,2012,9,12,2,37,15595,0,0,0,0,1,0,-18.0,1031.450008384916
1767,LGA,BOS,9.25,7.540192592,17.0356768493,4.0,6.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,13.37,4.159,0,2013,3,2,5,9,15766,0,0,0,0,1,0,-2.0,296.5057495930962
1768,BOS,ATL,7.5,9.20267425052,6.976149845489999,8.0,19.0,57755.0,1,33827.65333333333,642955,1035875,61467.66666666666,0,105911.923,449016,2002475,4.02,4.01,1,2011,11,24,3,47,15302,0,0,0,0,0,0,-11.0,1520.5984659593278
1769,LGA,BOS,4.88888888889,6.463513433049999,3.95108986371,12.0,12.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,12.6,4.03,0,2012,11,3,5,44,15647,0,0,0,0,0,0,0.0,296.5057495930962
1770,DEN,ATL,14.8076923077,10.0842442586,10.950869301600001,39.0,32.0,55482.66666666666,0,59852.55,635163,1103275,61467.66666666666,0,105911.923,449016,2002475,12.42,3.695,0,2012,7,21,5,29,15542,0,0,0,0,0,1,7.0,1925.4082125567688
1771,BOS,LGA,2.75,8.172373432799999,2.4928469095200003,-7.0,-7.0,57755.0,1,33827.65333333333,642955,1035875,76578.33333333331,1,30187.395,8346693,1030575,5.96,3.8280000000000003,0,2012,1,15,6,2,15354,0,0,0,0,0,0,0.0,296.5057495930962
1772,MSP,ORD,10.222222222200001,10.854313559000001,9.32772941008,-6.0,-2.0,69940.0,0,37523.137,392768,1085275,58419.66666666666,1,75120.345,2719141,1503175,14.02,3.918,0,2013,1,3,3,1,15708,0,0,0,0,1,1,-4.0,536.658170112283
1773,ATL,DFW,11.05,12.035854156800001,8.127115109310001,34.0,37.0,61467.66666666666,0,105911.923,449016,2002475,53078.66666666666,0,66233.791,1242115,1203175,14.2,3.695,0,2012,7,17,1,29,15538,1,0,0,0,1,0,-3.0,1173.794399762142
1774,LGA,CLT,8.13333333333,11.410102943,6.64257551886,12.0,12.0,76578.33333333331,1,30187.395,8346693,1030575,60171.33333333334,0,47719.872,773264,1028075,5.37,3.931,0,2011,12,9,4,49,15317,0,0,0,0,0,0,0.0,874.3785268557217
1775,ATL,LGA,8.31578947368,12.471295426800001,6.0832432101,29.0,25.0,61467.66666666666,0,105911.923,449016,2002475,76578.33333333331,1,30187.395,8346693,1030575,10.84,3.85,0,2012,8,7,1,32,15559,1,0,0,0,0,0,4.0,1224.09852533067
1776,ATL,LAX,11.086956521700001,11.4018690411,8.84160127146,29.0,28.0,61467.66666666666,0,105911.923,449016,2002475,59541.33333333334,1,73928.40566666667,3851202,1335475,10.84,3.85,0,2012,8,7,1,32,15559,1,0,0,0,0,0,1.0,3123.8140155579513
1777,LAS,ORD,11.5,10.6804322036,9.69264506835,12.0,21.0,55440.66666666666,0,46505.605,593275,1068475,58419.66666666666,1,75120.345,2719141,1503175,12.94,4.01,1,2012,11,11,6,45,15655,0,0,0,0,0,1,-9.0,2430.1661221101435
1778,ATL,MSP,9.15,10.9826146183,6.78446367581,32.0,21.0,61467.66666666666,0,105911.923,449016,2002475,69940.0,0,37523.137,392768,1085275,4.9,3.862,0,2011,9,13,1,37,15230,1,0,0,0,0,0,11.0,1458.8016504046498
1779,CLT,ATL,9.333333333330001,8.607087871760001,6.712586947619999,32.0,27.0,60171.33333333334,0,47719.872,773264,1028075,61467.66666666666,0,105911.923,449016,2002475,5.14,3.82,0,2011,9,4,6,35,15221,0,0,0,0,0,1,5.0,364.3381888793975
1780,LAX,SFO,14.5357142857,12.351242678,9.867575569460001,21.0,13.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,8.52,3.85,0,2012,1,30,0,5,15369,1,0,0,0,0,0,8.0,542.8482519953238
1781,JFK,LAS,16.657142857100002,13.1867290326,11.2797133285,4.0,14.0,76578.33333333331,1,57445.57766666666,8346693,1052075,55440.66666666666,0,46505.605,593275,1068475,5.56,3.8280000000000003,0,2012,1,9,0,2,15348,1,0,0,0,0,0,-10.0,3607.016466628042
1782,SFO,LAX,14.517241379300001,12.87157256,9.32975535453,21.0,25.0,82083.0,1,49668.40966666667,828876,1112475,59541.33333333334,1,73928.40566666667,3851202,1335475,5.8,3.825,0,2011,10,28,4,43,15275,0,1,1,1,0,0,-4.0,542.8482519953238
1783,LAS,ORD,14.592592592599999,10.0074151716,10.1763649973,37.0,30.0,55440.66666666666,0,46505.605,593275,1068475,58419.66666666666,1,75120.345,2719141,1503175,10.4,4.127,0,2012,9,5,2,36,15588,0,0,0,0,1,1,7.0,2430.1661221101435
1784,ORD,DEN,11.4761904762,11.317466595,8.50658008614,27.0,26.0,58419.66666666666,1,75120.345,2719141,1503175,55482.66666666666,0,59852.55,635163,1103275,4.97,3.7489999999999997,0,2011,10,5,2,40,15252,0,1,1,0,0,0,1.0,1425.1266950703268
1785,ORD,MSP,12.7272727273,12.4384522377,12.765958521400002,27.0,27.0,58419.66666666666,1,75120.345,2719141,1503175,69940.0,0,37523.137,392768,1085275,10.15,4.073,0,2012,5,2,2,18,15462,0,1,1,0,1,1,0.0,536.658170112283
1786,PHL,MCO,13.5555555556,10.528621592,8.59487026498,25.0,33.0,39645.333333333336,0,34276.636,1551824,1031075,51069.33333333334,1,39794.08733333334,249935,1044075,5.85,3.862,0,2011,9,15,3,37,15232,0,0,0,0,1,0,-8.0,1387.6836928377058
1787,ATL,PHL,11.1363636364,10.4270551669,7.4277180662,32.0,27.0,61467.66666666666,0,105911.923,449016,2002475,39645.333333333336,0,34276.636,1551824,1031075,14.06,3.6830000000000003,0,2012,7,14,5,28,15535,0,0,0,0,1,1,5.0,1070.9201589149773
1788,PHX,DEN,9.0,11.269363733099999,6.2591110062199995,20.0,2.0,57474.66666666666,0,45664.73333333333,1499274,1060875,55482.66666666666,0,59852.55,635163,1103275,13.28,4.159,0,2013,2,27,2,9,15763,0,0,0,0,0,0,18.0,967.929665000306
1789,PHL,ORD,13.52,10.0674425616,10.3566403819,34.0,34.0,39645.333333333336,0,34276.636,1551824,1031075,58419.66666666666,1,75120.345,2719141,1503175,10.82,3.7960000000000003,0,2012,8,4,5,31,15556,0,0,0,0,1,1,0.0,1087.6403713677228
1790,ATL,LAX,13.2692307692,11.4345887532,8.96016826765,23.0,25.0,61467.66666666666,0,105911.923,449016,2002475,59541.33333333334,1,73928.40566666667,3851202,1335475,5.8,3.825,0,2011,10,28,4,43,15275,0,1,0,1,1,0,-2.0,3123.8140155579513
1791,MIA,ATL,15.5714285714,9.242497309960001,11.203268608499998,26.0,10.0,52492.33333333334,1,44521.62966666668,411149,1073075,61467.66666666666,0,105911.923,449016,2002475,13.0,3.923,0,2012,12,28,4,52,15702,0,0,0,0,0,1,16.0,958.4624164533617
1792,ATL,MCO,16.78125,10.757778806,13.0846730702,14.0,20.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,13.25,3.945,0,2012,12,23,6,51,15697,0,0,0,0,0,0,-6.0,650.3277831217129
1793,ATL,EWR,12.409090909100001,11.1074922966,10.5408913101,15.0,11.0,61467.66666666666,0,105911.923,449016,2002475,70432.66666666669,1,40186.30133333334,277594,1064475,12.95,3.991,0,2012,12,14,4,50,15688,0,0,0,0,0,0,4.0,1198.5633692411043
1794,MSP,ATL,8.72222222222,10.8376370626,5.77831194112,16.0,27.0,69940.0,0,37523.137,392768,1085275,61467.66666666666,0,105911.923,449016,2002475,7.72,4.147,0,2012,3,29,3,13,15428,0,0,0,0,1,0,-11.0,1458.8016504046498
1795,MCO,EWR,10.277777777799999,11.4018690411,8.78371190165,25.0,2.0,51069.33333333334,1,39794.08733333334,249935,1044075,70432.66666666669,1,40186.30133333334,277594,1064475,6.24,3.8539999999999996,0,2012,1,20,4,3,15359,0,0,0,0,0,0,23.0,1509.933223961638
1796,ATL,SFO,10.5909090909,10.6123824213,8.3075358269,11.0,16.0,61467.66666666666,0,105911.923,449016,2002475,82083.0,1,49668.40966666667,828876,1112475,13.57,4.157,0,2013,2,22,4,8,15758,0,0,0,0,1,0,-5.0,3432.561565289114
1797,ATL,SFO,10.3684210526,9.52246451678,8.2138807063,26.0,16.0,61467.66666666666,0,105911.923,449016,2002475,82083.0,1,49668.40966666667,828876,1112475,7.91,4.147,0,2012,3,31,5,13,15430,0,0,0,0,1,1,10.0,3432.561565289114
1798,LAX,SFO,12.703703703699999,12.845118559600001,8.92625692427,18.0,14.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,10.15,4.073,0,2012,5,2,2,18,15462,0,1,1,1,0,0,4.0,542.8482519953238
1799,SEA,LAX,13.5,10.4683478299,9.27900856773,9.0,16.0,78112.66666666669,1,39551.456,635928,1038675,59541.33333333334,1,73928.40566666667,3851202,1335475,8.84,3.8560000000000003,0,2012,2,11,5,6,15381,0,0,0,0,1,0,-7.0,1535.9447523404124
1800,MCO,ATL,13.4230769231,10.2134717492,9.51702927146,34.0,34.0,51069.33333333334,1,39794.08733333334,249935,1044075,61467.66666666666,0,105911.923,449016,2002475,12.16,3.9560000000000004,0,2012,5,26,5,21,15486,0,1,1,0,0,0,0.0,650.3277831217129
1801,LAX,BOS,13.304347826099999,9.86248979987,9.73015361277,18.0,12.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,4.91,3.887,0,2011,11,12,5,45,15290,0,0,0,0,1,0,6.0,4190.396510798694
1802,LGA,CLT,8.352941176469999,11.1074922966,5.798072702100001,28.0,31.0,76578.33333333331,1,30187.395,8346693,1030575,60171.33333333334,0,47719.872,773264,1028075,4.95,3.862,0,2011,9,12,0,37,15229,1,0,0,0,0,0,-3.0,874.3785268557217
1803,JFK,SFO,11.4782608696,12.5307966326,9.27297914871,12.0,15.0,76578.33333333331,1,57445.57766666666,8346693,1052075,82083.0,1,49668.40966666667,828876,1112475,9.12,3.943,0,2012,2,17,4,7,15387,0,0,0,0,1,0,-3.0,4149.17959706262
1804,LGA,BOS,5.5,12.5797022557,4.7900359544,26.0,26.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,11.34,3.846,0,2012,6,8,4,23,15499,0,1,1,1,1,1,0.0,296.5057495930962
1805,LAX,ORD,15.15625,12.4596320007,10.5466991473,28.0,23.0,59541.33333333334,1,73928.40566666667,3851202,1335475,58419.66666666666,1,75120.345,2719141,1503175,10.08,4.026,0,2012,8,20,0,34,15572,1,0,0,0,1,1,5.0,2800.356708816837
1806,DFW,LGA,11.434782608699999,10.109166354500001,7.3720978077399995,19.0,10.0,53078.66666666666,0,66233.791,1242115,1203175,76578.33333333331,1,30187.395,8346693,1030575,5.19,3.7910000000000004,0,2011,12,30,4,52,15338,0,0,0,0,0,0,9.0,2229.9586529402495
1807,MSP,ORD,11.1,12.9105630203,8.44112738791,13.0,19.0,69940.0,0,37523.137,392768,1085275,58419.66666666666,1,75120.345,2719141,1503175,11.35,4.093999999999999,0,2012,10,11,3,41,15624,0,1,0,1,0,1,-6.0,536.658170112283
1808,PHX,DEN,10.956521739100001,10.092588683099999,8.38547586805,27.0,17.0,57474.66666666666,0,45664.73333333333,1499274,1060875,55482.66666666666,0,59852.55,635163,1103275,12.02,3.98,0,2012,11,18,6,46,15662,0,0,0,0,0,0,10.0,967.929665000306
1809,ORD,SFO,10.9,11.821324278599999,9.03152373925,29.0,17.0,58419.66666666666,1,75120.345,2719141,1503175,82083.0,1,49668.40966666667,828876,1112475,7.22,4.1419999999999995,0,2012,3,20,1,12,15419,1,0,0,0,0,0,12.0,2962.1022796065768
1810,SFO,ATL,10.5714285714,10.289915882999999,7.096276689730001,19.0,16.0,82083.0,1,49668.40966666667,828876,1112475,61467.66666666666,0,105911.923,449016,2002475,12.48,3.9760000000000004,0,2012,11,25,6,47,15669,0,0,0,0,1,0,3.0,3432.561565289114
1811,LGA,BOS,5.222222222219999,5.58696805959,5.629781918019999,13.0,8.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,4.02,4.01,1,2011,11,24,3,47,15302,0,0,0,0,0,0,5.0,296.5057495930962
1812,ORD,LAS,9.411764705880001,9.332238541499999,7.89824999232,8.0,19.0,58419.66666666666,1,75120.345,2719141,1503175,55440.66666666666,0,46505.605,593275,1068475,4.02,4.01,1,2011,11,24,3,47,15302,0,0,0,0,0,0,-11.0,2430.1661221101435
1813,PHL,DFW,6.78571428571,11.4142063017,4.75845112856,16.0,22.0,39645.333333333336,0,34276.636,1551824,1031075,53078.66666666666,0,66233.791,1242115,1203175,7.07,4.051,0,2012,2,27,0,9,15397,1,0,0,0,0,0,-6.0,2091.5626556148663
1814,ATL,LGA,10.5238095238,12.533047659700001,8.26812583128,29.0,10.0,61467.66666666666,0,105911.923,449016,2002475,76578.33333333331,1,30187.395,8346693,1030575,10.35,4.073,0,2012,5,3,3,18,15463,0,1,0,1,0,1,19.0,1224.09852533067
1815,DTW,LGA,7.4117647058800005,11.474697304600001,5.71247345212,23.0,27.0,44130.0,0,36522.355,700183,1079375,76578.33333333331,1,30187.395,8346693,1030575,6.26,3.786,0,2011,9,26,0,39,15243,1,0,0,0,1,0,-4.0,804.629309947993
1816,MCO,PHL,17.125,11.0082680593,11.6029751468,33.0,28.0,51069.33333333334,1,39794.08733333334,249935,1044075,39645.333333333336,0,34276.636,1551824,1031075,11.12,4.079,0,2012,10,3,2,40,15616,0,1,1,0,1,1,5.0,1387.6836928377058
1817,MIA,JFK,17.259259259300002,9.26858131216,13.5038245084,26.0,12.0,52492.33333333334,1,44521.62966666668,411149,1073075,76578.33333333331,1,57445.57766666666,8346693,1052075,12.48,3.9760000000000004,0,2012,11,23,4,47,15667,0,0,0,0,0,1,14.0,1756.0183179672956
1818,MCO,EWR,15.5,10.8151672034,9.947274795750001,33.0,27.0,51069.33333333334,1,39794.08733333334,249935,1044075,70432.66666666669,1,40186.30133333334,277594,1064475,10.61,4.127,0,2012,9,4,1,36,15587,1,0,0,0,1,1,6.0,1509.933223961638
1819,JFK,LAX,19.1578947368,12.4596320007,12.0730352121,37.0,19.0,76578.33333333331,1,57445.57766666666,8346693,1052075,59541.33333333334,1,73928.40566666667,3851202,1335475,13.31,3.648,0,2012,7,7,5,27,15528,0,0,0,0,1,1,18.0,3971.701539264229
1820,PHX,DEN,8.375,8.98970825366,5.94278273763,41.0,27.0,57474.66666666666,0,45664.73333333333,1499274,1060875,55482.66666666666,0,59852.55,635163,1103275,10.83,4.135,0,2012,9,22,5,38,15605,0,0,0,0,0,0,14.0,967.929665000306
1821,LAS,DEN,13.0,10.7693986302,10.6001715252,19.0,13.0,55440.66666666666,0,46505.605,593275,1068475,55482.66666666666,0,59852.55,635163,1103275,12.65,3.98,0,2012,11,14,2,46,15658,0,0,0,0,0,0,6.0,1008.7308944102843
1822,LAX,SFO,13.6923076923,11.8114129581,9.74789918195,21.0,21.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,11.34,3.846,0,2012,6,9,5,23,15500,0,1,1,1,0,0,0.0,542.8482519953238
1823,DEN,LAX,16.3529411765,10.998048988499999,11.0285644357,8.0,19.0,55482.66666666666,0,59852.55,635163,1103275,59541.33333333334,1,73928.40566666667,3851202,1335475,5.56,3.7910000000000004,0,2011,12,27,1,52,15335,1,0,0,0,0,1,-11.0,1384.2695475637477
1824,ATL,MSP,9.2380952381,10.6374160288,6.4722852371099995,19.0,0.0,61467.66666666666,0,105911.923,449016,2002475,69940.0,0,37523.137,392768,1085275,8.47,3.85,0,2012,2,1,2,5,15371,0,0,0,0,1,1,19.0,1458.8016504046498
1825,ATL,DFW,10.0952380952,11.7405184659,7.930351580510001,16.0,12.0,61467.66666666666,0,105911.923,449016,2002475,53078.66666666666,0,66233.791,1242115,1203175,13.49,3.945,0,2012,12,20,3,51,15694,0,0,0,0,1,0,4.0,1173.794399762142
1826,ORD,EWR,8.352941176469999,12.11913866,5.66724333859,4.0,13.0,58419.66666666666,1,75120.345,2719141,1503175,70432.66666666669,1,40186.30133333334,277594,1064475,5.01,3.931,0,2011,12,5,0,49,15313,1,0,0,0,1,1,-9.0,1153.7288152699984
1827,ORD,IAH,10.4,12.093687496500001,7.029262145900001,4.0,13.0,58419.66666666666,1,75120.345,2719141,1503175,57644.0,1,44427.35133333333,2161593,1055675,5.01,3.931,0,2011,12,5,0,49,15313,1,0,0,0,1,1,-9.0,1489.7159845062022
1828,SEA,LAX,8.76470588235,11.229062568699998,6.95996957397,9.0,18.0,78112.66666666669,1,39551.456,635928,1038675,59541.33333333334,1,73928.40566666667,3851202,1335475,4.95,3.987,0,2011,11,15,1,46,15293,1,0,0,0,0,0,-9.0,1535.9447523404124
1829,SFO,EWR,15.7142857143,11.0285397345,12.1559530999,19.0,28.0,82083.0,1,49668.40966666667,828876,1112475,70432.66666666669,1,40186.30133333334,277594,1064475,10.17,3.85,0,2012,8,10,4,32,15562,0,0,0,0,1,1,-9.0,4115.814860842733
1830,LAS,ORD,14.038461538499998,10.618672396100001,10.0099181584,37.0,36.0,55440.66666666666,0,46505.605,593275,1068475,58419.66666666666,1,75120.345,2719141,1503175,11.88,3.783,0,2012,7,23,0,30,15544,1,0,0,0,1,1,1.0,2430.1661221101435
1831,LGA,DFW,11.7619047619,12.351242678,9.0934303863,19.0,13.0,76578.33333333331,1,30187.395,8346693,1030575,53078.66666666666,0,66233.791,1242115,1203175,12.72,3.98,1,2012,11,12,0,46,15656,1,0,0,0,0,0,6.0,2229.9586529402495
1832,ATL,MCO,13.724137931,11.9270078294,9.68023225712,24.0,34.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,11.34,3.846,0,2012,6,10,6,23,15501,0,1,0,1,1,1,-10.0,650.3277831217129
1833,PHL,DFW,9.29411764706,11.6049538756,8.25200510393,21.0,28.0,39645.333333333336,0,34276.636,1551824,1031075,53078.66666666666,0,66233.791,1242115,1203175,11.44,4.004,0,2012,5,14,0,20,15474,1,1,0,0,1,0,-7.0,2091.5626556148663
1834,LAS,DFW,11.0,10.6374160288,7.689631641539999,12.0,26.0,55440.66666666666,0,46505.605,593275,1068475,53078.66666666666,0,66233.791,1242115,1203175,6.24,3.8539999999999996,0,2012,1,22,6,3,15361,0,0,0,0,0,0,-14.0,1693.7358514452706
1835,PHL,ATL,7.266666666669999,11.418300651800001,4.83243012907,17.0,19.0,39645.333333333336,0,34276.636,1551824,1031075,61467.66666666666,0,105911.923,449016,2002475,6.96,4.093999999999999,0,2012,3,7,2,10,15406,0,0,0,0,0,0,-2.0,1070.9201589149773
1836,JFK,LAX,14.0714285714,13.0824586932,10.5757534411,8.0,26.0,76578.33333333331,1,57445.57766666666,8346693,1052075,59541.33333333334,1,73928.40566666667,3851202,1335475,7.39,4.093999999999999,0,2012,3,5,0,10,15404,1,0,0,0,0,1,-18.0,3971.701539264229
1837,ORD,LAX,14.580645161300001,12.3237609573,9.96251037155,12.0,22.0,58419.66666666666,1,75120.345,2719141,1503175,59541.33333333334,1,73928.40566666667,3851202,1335475,5.93,3.825,0,2011,10,27,3,43,15274,0,1,1,1,1,0,-10.0,2800.356708816837
1838,ORD,BOS,13.1153846154,12.6738265109,9.87249481368,12.0,9.0,58419.66666666666,1,75120.345,2719141,1503175,57755.0,1,33827.65333333333,642955,1035875,5.93,3.825,0,2011,10,27,3,43,15274,0,1,1,1,1,1,3.0,1390.2049438221773
1839,ORD,LGA,10.9047619048,12.638021246500001,8.19697969928,14.0,8.0,58419.66666666666,1,75120.345,2719141,1503175,76578.33333333331,1,30187.395,8346693,1030575,12.02,3.98,0,2012,11,18,6,46,15662,0,0,0,0,0,0,6.0,1176.3160984153205
1840,PHL,BOS,7.875,11.3685650176,5.560275772540001,33.0,30.0,39645.333333333336,0,34276.636,1551824,1031075,57755.0,1,33827.65333333333,642955,1035875,13.98,3.6830000000000003,0,2012,7,12,3,28,15533,0,0,0,0,0,0,3.0,449.8593565253816
1841,SFO,JFK,14.8965517241,11.4305300449,11.659897168099999,9.0,9.0,82083.0,1,49668.40966666667,828876,1112475,76578.33333333331,1,57445.57766666666,8346693,1052075,12.95,3.991,0,2012,12,15,5,50,15689,0,0,0,0,1,0,0.0,4149.17959706262
1842,LAX,SFO,18.6470588235,10.9355299806,12.6224483841,17.0,13.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,13.34,3.923,0,2012,12,24,0,52,15698,1,0,0,0,1,0,4.0,542.8482519953238
1843,SFO,DFW,14.5769230769,10.0504881198,10.3001867048,19.0,23.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,10.31,4.086,0,2012,9,29,5,39,15612,0,0,0,0,0,1,-4.0,2350.4643784146856
1844,ORD,PHX,9.470588235289998,10.4130852458,9.000816956389999,11.0,26.0,58419.66666666666,1,75120.345,2719141,1503175,57474.66666666666,0,45664.73333333333,1499274,1060875,12.98,4.034,0,2012,11,29,3,48,15673,0,0,0,0,0,0,-15.0,2311.9734166353205
1845,LAS,ORD,11.44,11.7092902353,7.93767388261,14.0,4.0,55440.66666666666,0,46505.605,593275,1068475,58419.66666666666,1,75120.345,2719141,1503175,7.45,4.051,0,2012,3,2,4,9,15401,0,0,0,0,0,1,10.0,2430.1661221101435
1846,ATL,CLT,8.78947368421,9.98990353351,6.770679822819999,32.0,31.0,61467.66666666666,0,105911.923,449016,2002475,60171.33333333334,0,47719.872,773264,1028075,11.0,4.026,0,2012,8,26,6,34,15578,0,0,0,0,0,0,1.0,364.3381888793975
1847,BOS,SFO,13.5769230769,10.4886562965,8.90021607344,9.0,14.0,57755.0,1,33827.65333333333,642955,1035875,82083.0,1,49668.40966666667,828876,1112475,5.49,3.892,0,2011,11,5,5,44,15283,0,0,0,0,0,1,-5.0,4338.516005645934
1848,PHL,MCO,12.36,10.4953769371,8.06680440654,34.0,34.0,39645.333333333336,0,34276.636,1551824,1031075,51069.33333333334,1,39794.08733333334,249935,1044075,11.31,3.783,0,2012,7,26,3,30,15547,0,0,0,0,1,1,0.0,1387.6836928377058
1849,DFW,LAS,11.0,10.370536424900001,9.54247470677,27.0,20.0,53078.66666666666,0,66233.791,1242115,1203175,55440.66666666666,0,46505.605,593275,1068475,14.91,4.022,0,2013,2,7,3,6,15743,0,0,0,0,0,0,7.0,1693.7358514452706
1850,DFW,ORD,9.8,12.2493060638,6.42036234426,32.0,21.0,53078.66666666666,0,66233.791,1242115,1203175,58419.66666666666,1,75120.345,2719141,1503175,5.18,3.8680000000000003,0,2011,9,7,2,36,15224,0,0,0,0,0,0,11.0,1289.8349798594422
1851,JFK,MIA,14.44,9.65339375712,11.5833213429,23.0,31.0,76578.33333333331,1,57445.57766666666,8346693,1052075,52492.33333333334,1,44521.62966666668,411149,1073075,11.49,3.781,0,2012,6,12,1,24,15503,1,1,1,1,1,0,-8.0,1756.0183179672956
1852,LGA,BOS,6.266666666669999,13.224374901300001,4.71269814539,28.0,28.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,12.17,3.783,0,2012,7,25,2,30,15546,0,0,0,0,0,0,0.0,296.5057495930962
1853,DEN,MSP,9.833333333330001,10.6559731546,8.89315665521,11.0,6.0,55482.66666666666,0,59852.55,635163,1103275,69940.0,0,37523.137,392768,1085275,12.34,3.98,0,2012,11,13,1,46,15657,1,0,0,0,0,0,5.0,1091.6666384843295
1854,LAX,BOS,12.0,10.780946504600001,8.70686647477,22.0,20.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,5.44,3.7489999999999997,0,2011,10,3,0,40,15250,1,1,1,1,0,1,2.0,4190.396510798694
1855,MSP,ORD,7.5,12.093687496500001,6.745368781619999,12.0,19.0,69940.0,0,37523.137,392768,1085275,58419.66666666666,1,75120.345,2719141,1503175,7.82,4.148,0,2012,4,13,4,15,15443,0,0,0,0,1,0,-7.0,536.658170112283
1856,DEN,ATL,11.6363636364,10.6498079399,8.32406410896,24.0,31.0,55482.66666666666,0,59852.55,635163,1103275,61467.66666666666,0,105911.923,449016,2002475,12.65,3.7289999999999996,0,2012,6,20,2,25,15511,0,1,0,0,0,0,-7.0,1925.4082125567688
1857,SFO,SEA,11.7391304348,11.7057879324,8.108454573660001,17.0,17.0,82083.0,1,49668.40966666667,828876,1112475,78112.66666666669,1,39551.456,635928,1038675,11.19,3.9560000000000004,0,2012,5,24,3,21,15484,0,1,1,1,0,0,0.0,1092.3732883447422
1858,PHL,ATL,10.3636363636,10.8653489507,7.865206409339999,28.0,31.0,39645.333333333336,0,34276.636,1551824,1031075,61467.66666666666,0,105911.923,449016,2002475,5.68,3.833,0,2011,9,25,6,38,15242,0,0,0,0,0,0,-3.0,1070.9201589149773
1859,SFO,SEA,13.541666666700001,11.733623908199998,10.3039847365,19.0,28.0,82083.0,1,49668.40966666667,828876,1112475,78112.66666666669,1,39551.456,635928,1038675,10.63,4.135,0,2012,9,17,0,38,15600,1,0,0,0,0,1,-9.0,1092.3732883447422
