,Date,AirPort,Max TemperatureC,Min TemperatureC,city,population,latitude_deg,longitude_deg,local_code,scheduled_service,score,Dernier,is_holiday
8288,2012-10-19,LAS,29,15,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.096,0
8289,2012-10-19,PHX,34,19,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.096,0
8290,2012-10-19,IAH,28,11,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.096,0
8291,2012-10-19,MIA,31,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.096,0
8292,2012-10-19,MCO,31,18,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.096,0
8293,2012-10-19,EWR,21,18,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.096,0
8294,2012-10-19,SEA,15,9,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.096,0
8295,2012-10-19,MSP,11,3,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.096,0
8296,2012-10-19,DTW,14,8,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.096,0
8297,2012-10-19,PHL,23,17,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.096,0
8298,2012-10-19,BOS,20,12,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.096,0
8299,2012-10-19,LGA,20,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.096,0
8300,2012-10-20,ATL,22,8,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
8301,2012-10-20,ORD,15,4,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
8302,2012-10-20,LAX,22,18,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
8303,2012-10-20,DFW,31,12,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
8304,2012-10-20,DEN,21,10,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
8305,2012-10-20,JFK,21,13,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
8306,2012-10-20,SFO,19,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
8307,2012-10-20,CLT,22,7,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
8308,2012-10-20,LAS,31,14,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
8309,2012-10-20,PHX,33,19,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
8310,2012-10-20,IAH,29,12,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
8311,2012-10-20,MIA,32,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
8312,2012-10-20,MCO,28,18,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
8313,2012-10-20,EWR,22,10,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
8314,2012-10-20,SEA,11,6,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
8315,2012-10-20,MSP,12,1,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
8316,2012-10-20,DTW,14,7,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
8317,2012-10-20,PHL,19,10,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
8318,2012-10-20,BOS,23,14,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
8319,2012-10-20,LGA,23,14,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
8320,2012-10-21,ATL,24,8,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
8321,2012-10-21,ORD,20,3,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
8322,2012-10-21,LAX,23,18,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
8323,2012-10-21,DFW,32,24,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
8324,2012-10-21,DEN,21,5,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
8325,2012-10-21,JFK,20,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
8326,2012-10-21,SFO,17,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
8327,2012-10-21,CLT,21,4,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
8328,2012-10-21,LAS,27,19,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
8329,2012-10-21,PHX,33,20,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
8330,2012-10-21,IAH,31,22,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
8331,2012-10-21,MIA,30,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
8332,2012-10-21,MCO,29,15,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
8333,2012-10-21,EWR,21,9,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
8334,2012-10-21,SEA,12,4,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
8335,2012-10-21,MSP,22,6,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
8336,2012-10-21,DTW,17,3,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
8337,2012-10-21,PHL,19,9,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
8338,2012-10-21,BOS,18,9,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
8339,2012-10-21,LGA,18,9,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
8340,2012-10-22,ATL,26,11,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.028,0
8341,2012-10-22,ORD,18,9,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.028,0
8342,2012-10-22,LAX,22,18,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.028,0
8343,2012-10-22,DFW,30,23,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.028,0
8344,2012-10-22,DEN,23,2,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.028,0
8345,2012-10-22,JFK,21,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.028,0
8346,2012-10-22,SFO,18,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.028,0
8347,2012-10-22,CLT,25,4,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.028,0
8348,2012-10-22,LAS,26,17,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.028,0
8349,2012-10-22,PHX,31,19,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.028,0
8350,2012-10-22,IAH,31,21,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.028,0
8351,2012-10-22,MIA,29,23,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.028,0
8352,2012-10-22,MCO,29,17,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.028,0
8353,2012-10-22,EWR,22,9,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.028,0
8354,2012-10-22,SEA,8,3,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.028,0
8355,2012-10-22,MSP,18,10,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.028,0
8356,2012-10-22,DTW,22,6,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.028,0
8357,2012-10-22,PHL,21,8,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.028,0
8358,2012-10-22,BOS,20,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.028,0
8359,2012-10-22,LGA,20,11,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.028,0
8360,2012-10-23,ATL,26,13,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.999,0
8361,2012-10-23,ORD,21,14,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.999,0
8362,2012-10-23,LAX,20,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.999,0
8363,2012-10-23,DFW,29,22,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.999,0
8364,2012-10-23,DEN,25,7,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.999,0
8365,2012-10-23,JFK,19,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.999,0
8366,2012-10-23,SFO,17,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.999,0
8367,2012-10-23,CLT,26,7,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.999,0
8368,2012-10-23,LAS,23,15,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.999,0
8369,2012-10-23,PHX,29,18,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.999,0
8370,2012-10-23,IAH,31,18,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.999,0
8371,2012-10-23,MIA,30,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.999,0
8372,2012-10-23,MCO,29,18,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.999,0
8373,2012-10-23,EWR,18,9,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.999,0
8374,2012-10-23,SEA,11,6,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.999,0
8375,2012-10-23,MSP,18,13,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.999,0
8376,2012-10-23,DTW,22,15,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.999,0
8377,2012-10-23,PHL,22,10,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.999,0
8378,2012-10-23,BOS,19,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.999,0
8379,2012-10-23,LGA,19,11,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.999,0
8380,2012-10-24,ATL,26,13,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.995,0
8381,2012-10-24,ORD,26,14,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.995,0
8382,2012-10-24,LAX,21,14,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.995,0
8383,2012-10-24,DFW,29,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.995,0
8384,2012-10-24,DEN,10,-2,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.995,0
8385,2012-10-24,JFK,17,14,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.995,0
8386,2012-10-24,SFO,18,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.995,0
8387,2012-10-24,CLT,27,8,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.995,0
8388,2012-10-24,LAS,22,13,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.995,0
8389,2012-10-24,PHX,28,18,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.995,0
8390,2012-10-24,IAH,31,19,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.995,0
8391,2012-10-24,MIA,31,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.995,0
8392,2012-10-24,MCO,31,21,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.995,0
8393,2012-10-24,EWR,17,13,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.995,0
8394,2012-10-24,SEA,12,6,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.995,0
8395,2012-10-24,MSP,16,8,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.995,0
8396,2012-10-24,DTW,26,16,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.995,0
8397,2012-10-24,PHL,23,13,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.995,0
8398,2012-10-24,BOS,13,8,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.995,0
8399,2012-10-24,LGA,13,8,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.995,0
8400,2012-10-25,ATL,27,14,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.013,0
8401,2012-10-25,ORD,24,7,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.013,0
8402,2012-10-25,LAX,27,18,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.013,0
8403,2012-10-25,DFW,27,12,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.013,0
8404,2012-10-25,DEN,0,-3,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.013,0
8405,2012-10-25,JFK,17,12,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.013,0
8406,2012-10-25,SFO,19,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.013,0
8407,2012-10-25,CLT,26,8,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.013,0
8408,2012-10-25,LAS,22,11,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.013,0
8409,2012-10-25,PHX,29,14,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.013,0
8410,2012-10-25,IAH,31,22,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.013,0
8411,2012-10-25,MIA,28,22,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.013,0
8412,2012-10-25,MCO,28,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.013,0
8413,2012-10-25,EWR,17,14,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.013,0
8414,2012-10-25,SEA,12,7,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.013,0
8415,2012-10-25,MSP,8,2,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.013,0
8416,2012-10-25,DTW,26,13,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.013,0
8417,2012-10-25,PHL,18,15,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.013,0
8418,2012-10-25,BOS,15,7,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.013,0
8419,2012-10-25,LGA,15,7,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.013,0
8420,2012-10-26,ATL,27,17,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.041,0
8421,2012-10-26,ORD,11,3,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.041,0
8422,2012-10-26,LAX,31,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.041,0
8423,2012-10-26,DFW,14,8,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.041,0
8424,2012-10-26,DEN,3,-4,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.041,0
8425,2012-10-26,JFK,18,14,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.041,0
8426,2012-10-26,SFO,22,10,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.041,0
8427,2012-10-26,CLT,25,13,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.041,0
8428,2012-10-26,LAS,20,11,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.041,0
8429,2012-10-26,PHX,29,14,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.041,0
8430,2012-10-26,IAH,23,12,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.041,0
8431,2012-10-26,MIA,27,22,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.041,0
8432,2012-10-26,MCO,29,21,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.041,0
8433,2012-10-26,EWR,19,15,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.041,0
8434,2012-10-26,SEA,11,7,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.041,0
8435,2012-10-26,MSP,4,0,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.041,0
8436,2012-10-26,DTW,21,8,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.041,0
8437,2012-10-26,PHL,20,16,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.041,0
8438,2012-10-26,BOS,19,8,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.041,0
8439,2012-10-26,LGA,19,8,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.041,0
8440,2012-10-27,ATL,21,11,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
8441,2012-10-27,ORD,9,1,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
8442,2012-10-27,LAX,31,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
8443,2012-10-27,DFW,15,3,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
8444,2012-10-27,DEN,10,-4,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
8445,2012-10-27,JFK,19,15,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
8446,2012-10-27,SFO,26,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
8447,2012-10-27,CLT,23,16,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
8448,2012-10-27,LAS,24,10,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
8449,2012-10-27,PHX,30,14,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
8450,2012-10-27,IAH,19,9,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
8451,2012-10-27,MIA,29,22,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
8452,2012-10-27,MCO,22,19,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
8453,2012-10-27,EWR,19,15,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
8454,2012-10-27,SEA,14,9,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
8455,2012-10-27,MSP,6,-2,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
8456,2012-10-27,DTW,13,4,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
8457,2012-10-27,PHL,19,14,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
8458,2012-10-27,BOS,16,9,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
8459,2012-10-27,LGA,16,9,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
8460,2012-10-28,ATL,13,8,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
8461,2012-10-28,ORD,9,3,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
8462,2012-10-28,LAX,28,15,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
8463,2012-10-28,DFW,18,3,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
8464,2012-10-28,DEN,17,-1,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
8465,2012-10-28,JFK,16,12,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
8466,2012-10-28,SFO,22,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
8467,2012-10-28,CLT,21,9,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
8468,2012-10-28,LAS,27,12,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
8469,2012-10-28,PHX,32,15,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
8470,2012-10-28,IAH,20,6,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
8471,2012-10-28,MIA,28,21,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
8472,2012-10-28,MCO,23,14,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
8473,2012-10-28,EWR,16,13,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
8474,2012-10-28,SEA,14,10,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
8475,2012-10-28,MSP,8,-2,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
8476,2012-10-28,DTW,10,4,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
8477,2012-10-28,PHL,16,13,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
8478,2012-10-28,BOS,13,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
8479,2012-10-28,LGA,13,11,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
8480,2012-10-29,ATL,13,7,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.017,0
8481,2012-10-29,ORD,11,2,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.017,0
8482,2012-10-29,LAX,22,14,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.017,0
8483,2012-10-29,DFW,20,5,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.017,0
8484,2012-10-29,DEN,20,4,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.017,0
8485,2012-10-29,JFK,19,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.017,0
8486,2012-10-29,SFO,21,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.017,0
8487,2012-10-29,CLT,12,6,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.017,0
8488,2012-10-29,LAS,27,12,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.017,0
8489,2012-10-29,PHX,32,16,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.017,0
8490,2012-10-29,IAH,22,-17,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.017,0
8491,2012-10-29,MIA,23,17,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.017,0
8492,2012-10-29,MCO,21,11,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.017,0
8493,2012-10-29,EWR,18,12,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.017,0
8494,2012-10-29,SEA,16,10,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.017,0
8495,2012-10-29,MSP,7,-1,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.017,0
8496,2012-10-29,DTW,7,3,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.017,0
8497,2012-10-29,PHL,17,10,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.017,0
8498,2012-10-29,BOS,16,12,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.017,0
8499,2012-10-29,LGA,16,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.017,0
8500,2012-10-30,ATL,13,5,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.975,0
8501,2012-10-30,ORD,9,4,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.975,0
8502,2012-10-30,LAX,19,13,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.975,0
8503,2012-10-30,DFW,25,6,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.975,0
8504,2012-10-30,DEN,20,3,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.975,0
8505,2012-10-30,JFK,15,9,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.975,0
8506,2012-10-30,SFO,19,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.975,0
8507,2012-10-30,CLT,12,6,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.975,0
8508,2012-10-30,LAS,27,13,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.975,0
8509,2012-10-30,PHX,32,16,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.975,0
8510,2012-10-30,IAH,24,6,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.975,0
8511,2012-10-30,MIA,23,15,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.975,0
